workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-010307,PROP-01157,Fence,landlord,False,False,routine,False,2025-11-23,2025-11-30,1590,VEN-0031,True
WO-010308,PROP-01157,Lawn maintenance,resident,True,False,routine,False,2026-03-09,2026-03-12,131,VEN-0033,False
WO-010309,PROP-01157,Pest control,resident,True,False,emergency,True,2023-11-21,2023-11-21,186,VEN-0031,True
WO-010310,PROP-01157,Electrical,landlord,False,False,routine,False,2025-01-11,2025-01-12,1016,VEN-0030,True
WO-010311,PROP-01157,Plumbing - leak,landlord,False,False,routine,False,2023-10-27,2023-10-29,740,VEN-0034,False
WO-010312,PROP-01158,Lawn maintenance,resident,True,False,routine,False,2025-08-07,2025-08-08,179,VEN-0033,True
WO-010313,PROP-01158,Air filter,resident,True,False,urgent,False,2024-05-20,2024-05-24,55,VEN-0031,False
WO-010314,PROP-01158,Roof,landlord,False,False,routine,False,2025-02-07,2025-02-10,2290,VEN-0035,True
WO-010315,PROP-01158,HVAC - not heating,landlord,False,False,urgent,False,2025-05-31,2025-06-02,2634,VEN-0032,True
WO-010316,PROP-01158,HVAC - not cooling,landlord,False,False,urgent,False,2025-10-27,2025-11-01,2431,VEN-0032,True
WO-010317,PROP-01158,Turn,landlord,False,False,routine,False,2023-11-05,2023-11-11,2616,VEN-0036,False
WO-010318,PROP-01158,Lawn maintenance,resident,True,False,urgent,False,2024-10-01,2024-10-03,102,VEN-0033,True
WO-010319,PROP-01158,HVAC - not cooling,landlord,False,False,routine,False,2025-04-09,2025-04-17,1713,VEN-0032,False
WO-010320,PROP-01158,HVAC - not cooling,landlord,False,False,urgent,False,2026-09-28,,1311,VEN-0032,True
WO-010321,PROP-01158,Plumbing - leak,landlord,False,False,routine,False,2024-03-18,2024-03-21,1502,VEN-0034,False
WO-010322,PROP-01159,Lawn maintenance,resident,True,False,routine,False,2025-12-15,2025-12-17,297,VEN-0033,True
WO-010323,PROP-01159,HVAC - not cooling,landlord,False,False,routine,False,2024-11-02,2024-11-05,1668,VEN-0032,True
WO-010324,PROP-01159,HVAC - not cooling,landlord,False,False,routine,False,2025-09-20,2025-09-28,2816,VEN-0032,True
WO-010325,PROP-01159,HVAC - not heating,landlord,False,True,routine,False,2024-12-17,2024-12-22,1846,VEN-0032,True
WO-010326,PROP-01159,Fence,landlord,False,False,urgent,False,2025-09-11,2025-09-17,2377,VEN-0031,True
WO-010327,PROP-01159,Plumbing - leak,landlord,False,False,routine,False,2024-12-08,2024-12-12,1913,VEN-0034,True
WO-010328,PROP-01159,HVAC - not heating,landlord,False,False,routine,False,2026-01-21,2026-01-28,1210,VEN-0032,True
WO-010329,PROP-01159,Plumbing - water heater,landlord,False,False,urgent,False,2023-11-19,2023-11-23,843,VEN-0034,False
WO-010330,PROP-01159,Air filter,resident,True,False,routine,False,2023-12-13,2023-12-19,34,VEN-0031,True
WO-010331,PROP-01159,Plumbing - major clog,landlord,False,False,routine,False,2025-03-09,2025-03-10,550,VEN-0034,True
WO-010332,PROP-01159,Plumbing - water heater,landlord,False,False,urgent,False,2024-07-04,2024-07-06,1483,VEN-0034,True
WO-010333,PROP-01160,Sprinkler,resident,True,False,routine,False,2024-04-12,2024-04-13,347,VEN-0033,True
WO-010334,PROP-01160,HVAC - not cooling,landlord,False,False,routine,False,2024-10-27,2024-11-04,1581,VEN-0032,False
WO-010335,PROP-01160,Plumbing - leak,landlord,False,False,emergency,True,2024-01-19,2024-01-19,854,VEN-0034,True
WO-010336,PROP-01160,Sprinkler,resident,True,False,urgent,False,2023-10-11,2023-10-14,269,VEN-0033,True
WO-010337,PROP-01160,Pest control,resident,True,False,routine,False,2024-12-20,2024-12-28,211,VEN-0031,True
WO-010338,PROP-01160,Appliance - garbage disposal,landlord,False,False,routine,False,2026-02-06,2026-02-14,250,VEN-0029,True
WO-010339,PROP-01160,Plumbing - leak,landlord,False,False,routine,False,2024-01-23,2024-01-27,1170,VEN-0034,False
WO-010340,PROP-01160,Plumbing - leak,landlord,False,False,emergency,True,2024-04-01,2024-04-02,1338,VEN-0034,True
WO-010341,PROP-01161,Appliance - garbage disposal,landlord,False,False,routine,False,2024-01-25,2024-02-02,175,VEN-0029,True
WO-010342,PROP-01161,HVAC - not cooling,landlord,False,False,urgent,False,2026-08-26,2026-08-31,2487,VEN-0032,True
WO-010343,PROP-01161,Plumbing - leak,landlord,False,False,routine,False,2025-08-20,2025-08-25,1236,VEN-0034,False
WO-010344,PROP-01161,Sprinkler,resident,True,False,routine,False,2026-06-07,2026-06-09,185,VEN-0033,True
WO-010345,PROP-01161,Turn,landlord,False,False,routine,False,2025-08-14,2025-08-20,3855,VEN-0036,False
WO-010346,PROP-01162,HVAC - not heating,landlord,False,False,routine,False,2025-11-23,2025-12-01,1493,VEN-0032,False
WO-010347,PROP-01162,Lawn maintenance,resident,True,False,routine,False,2024-04-21,2024-04-21,271,VEN-0033,True
WO-010348,PROP-01162,HVAC - not cooling,landlord,False,True,urgent,False,2025-03-19,2025-03-22,1381,VEN-0032,True
WO-010349,PROP-01162,Plumbing - major clog,landlord,False,False,emergency,True,2026-03-12,2026-03-13,406,VEN-0034,False
WO-010350,PROP-01163,Appliance,landlord,False,False,urgent,False,2023-12-04,2023-12-14,588,VEN-0029,True
WO-010351,PROP-01163,Pest control,resident,True,False,routine,False,2025-09-14,2025-09-18,270,VEN-0031,True
WO-010352,PROP-01163,Roof,landlord,False,False,routine,False,2026-08-14,2026-08-16,3386,VEN-0035,True
WO-010353,PROP-01163,HVAC - not cooling,landlord,False,False,routine,False,2025-05-12,2025-05-19,2972,VEN-0032,True
WO-010354,PROP-01163,HVAC - not cooling,landlord,False,False,routine,False,2024-06-13,2024-06-19,1488,VEN-0032,False
WO-010355,PROP-01163,Plumbing - leak,landlord,False,False,routine,False,2025-05-16,2025-05-21,1499,VEN-0034,True
WO-010356,PROP-01163,Plumbing - minor clog,resident,True,False,routine,False,2024-10-27,2024-11-01,303,VEN-0034,False
WO-010357,PROP-01163,Plumbing - leak,landlord,False,False,emergency,True,2024-11-27,2024-11-27,1597,VEN-0034,True
WO-010358,PROP-01163,Plumbing - leak,landlord,False,False,urgent,False,2026-01-05,2026-01-10,880,VEN-0034,True
WO-010359,PROP-01163,Plumbing - leak,landlord,False,False,routine,False,2026-04-23,2026-04-26,333,VEN-0034,True
WO-010360,PROP-01163,Turn,landlord,False,False,urgent,False,2026-09-26,,2679,VEN-0036,True
WO-010361,PROP-01164,Plumbing - hardware,landlord,False,False,urgent,False,2024-06-07,2024-06-07,613,VEN-0034,False
WO-010362,PROP-01164,Plumbing - water heater,landlord,False,False,routine,False,2024-04-20,2024-04-24,1108,VEN-0034,True
WO-010363,PROP-01164,HVAC - not cooling,landlord,False,True,emergency,True,2023-12-19,2023-12-19,303,VEN-0032,True
WO-010364,PROP-01164,Plumbing - leak,landlord,False,False,routine,False,2024-12-29,2025-01-05,973,VEN-0034,False
WO-010365,PROP-01164,Plumbing - hardware,landlord,False,False,emergency,True,2026-06-03,2026-06-03,350,VEN-0034,True
WO-010366,PROP-01164,Sprinkler,resident,True,False,urgent,False,2026-05-08,2026-05-08,292,VEN-0033,True
WO-010367,PROP-01164,HVAC - not cooling,landlord,False,False,routine,False,2023-11-19,2023-11-27,1957,VEN-0032,True
WO-010368,PROP-01164,HVAC - not cooling,landlord,False,False,urgent,False,2024-05-22,2024-05-29,2422,VEN-0032,False
WO-010369,PROP-01164,Pool maintenance,resident,True,False,routine,False,2023-10-24,2023-10-26,649,VEN-0031,False
WO-010370,PROP-01164,Plumbing - leak,landlord,False,False,urgent,False,2024-02-16,2024-02-17,1480,VEN-0034,False
WO-010371,PROP-01165,Lawn maintenance,resident,True,False,urgent,False,2023-11-05,2023-11-06,268,VEN-0033,True
WO-010372,PROP-01165,Electrical,landlord,False,False,urgent,False,2026-08-22,2026-08-22,1196,VEN-0030,True
WO-010373,PROP-01165,HVAC - not cooling,landlord,False,False,emergency,True,2025-06-24,2025-06-24,2968,VEN-0032,False
WO-010374,PROP-01165,Plumbing - minor clog,resident,True,False,routine,False,2026-03-24,2026-03-25,262,VEN-0034,True
WO-010375,PROP-01165,HVAC - not heating,landlord,False,False,urgent,False,2026-03-27,2026-04-06,1402,VEN-0032,False
WO-010376,PROP-01165,Air filter,resident,True,False,routine,False,2024-01-01,2024-01-05,34,VEN-0031,True
WO-010377,PROP-01165,Pool maintenance,resident,True,False,routine,False,2025-06-13,2025-06-19,374,VEN-0031,True
WO-010378,PROP-01165,HVAC - not heating,landlord,False,False,urgent,False,2025-02-20,2025-02-28,1285,VEN-0032,False
WO-010379,PROP-01165,Plumbing - major clog,landlord,False,False,routine,False,2023-11-20,2023-11-26,517,VEN-0034,True
WO-010380,PROP-01165,HVAC - not cooling,landlord,False,False,routine,False,2025-10-26,2025-11-02,1717,VEN-0032,False
WO-010381,PROP-01165,Plumbing - hardware,landlord,False,False,routine,False,2024-10-31,2024-11-04,360,VEN-0034,True
WO-010382,PROP-01165,Pool maintenance,resident,True,False,urgent,False,2025-06-27,2025-07-05,409,VEN-0031,True
WO-010383,PROP-01165,Appliance,landlord,False,False,emergency,True,2025-05-15,2025-05-15,1044,VEN-0029,True
WO-010384,PROP-01166,Air filter,resident,True,False,routine,False,2024-07-18,2024-07-25,36,VEN-0031,True
WO-010385,PROP-01166,HVAC - not heating,landlord,False,False,urgent,False,2024-04-21,2024-04-28,1042,VEN-0032,False
WO-010386,PROP-01166,HVAC - not heating,landlord,False,False,urgent,False,2023-10-04,2023-10-11,2469,VEN-0032,True
WO-010387,PROP-01166,Fence,landlord,False,False,urgent,False,2026-05-16,2026-05-21,2848,VEN-0031,True
WO-010388,PROP-01166,Pool maintenance,resident,True,False,routine,False,2023-11-14,2023-11-23,380,VEN-0031,True
WO-010389,PROP-01166,Turn,landlord,False,False,routine,False,2025-05-12,2025-05-19,5360,VEN-0036,False
WO-010390,PROP-01166,Plumbing - hardware,landlord,False,False,routine,False,2025-09-15,2025-09-17,435,VEN-0034,False
WO-010391,PROP-01166,Plumbing - major clog,landlord,False,False,routine,False,2025-07-07,2025-07-11,173,VEN-0034,False
WO-010392,PROP-01166,Electrical,landlord,False,False,urgent,False,2024-02-25,2024-02-27,1762,VEN-0030,True
WO-010393,PROP-01166,Electrical,landlord,False,False,urgent,False,2025-06-04,2025-06-04,1056,VEN-0030,True
WO-010394,PROP-01166,HVAC - not heating,landlord,False,False,routine,False,2025-02-19,2025-02-25,2872,VEN-0032,False
WO-010395,PROP-01167,Appliance,landlord,False,False,emergency,True,2025-04-06,2025-04-07,963,VEN-0029,True
WO-010396,PROP-01167,Sprinkler,resident,True,False,routine,False,2023-10-03,2023-10-06,377,VEN-0033,True
WO-010397,PROP-01167,Plumbing - hardware,landlord,False,False,routine,False,2026-03-20,2026-03-20,234,VEN-0034,False
WO-010398,PROP-01167,Turn,landlord,False,False,routine,False,2025-08-10,2025-08-16,3954,VEN-0036,False
WO-010399,PROP-01167,Plumbing - hardware,landlord,False,False,routine,False,2026-06-03,2026-06-08,351,VEN-0034,True
WO-010400,PROP-01167,Plumbing - leak,landlord,False,False,routine,False,2026-07-31,2026-08-02,523,VEN-0034,False
WO-010401,PROP-01167,HVAC - not cooling,landlord,False,False,routine,False,2025-03-10,2025-03-15,1339,VEN-0032,True
WO-010402,PROP-01167,Air filter,resident,True,False,routine,False,2026-03-27,2026-03-31,26,VEN-0031,False
WO-010403,PROP-01167,Electrical,landlord,False,False,routine,False,2025-08-04,2025-08-05,1459,VEN-0030,True
WO-010404,PROP-01167,Plumbing - hardware,landlord,False,False,routine,False,2024-10-17,2024-10-18,524,VEN-0034,True
WO-010405,PROP-01168,Plumbing - hardware,landlord,False,False,routine,False,2024-08-07,2024-08-11,614,VEN-0034,True
WO-010406,PROP-01168,Electrical,landlord,False,False,urgent,False,2024-10-30,2024-11-01,209,VEN-0030,True
WO-010407,PROP-01168,Lawn maintenance,resident,True,False,routine,False,2024-10-13,2024-10-14,328,VEN-0033,True
WO-010408,PROP-01168,Electrical,landlord,False,False,urgent,False,2026-04-27,2026-04-30,1352,VEN-0030,True
WO-010409,PROP-01168,Sprinkler,resident,True,False,urgent,False,2025-04-13,2025-04-13,359,VEN-0033,True
WO-010410,PROP-01168,Plumbing - leak,landlord,False,False,routine,False,2025-01-16,2025-01-20,1834,VEN-0034,True
WO-010411,PROP-01168,HVAC - not heating,landlord,False,True,routine,False,2024-12-14,2024-12-22,956,VEN-0032,True
WO-010412,PROP-01168,Pest control,resident,True,False,urgent,False,2025-08-15,2025-08-20,385,VEN-0031,True
WO-010413,PROP-01168,Pool maintenance,resident,True,False,urgent,False,2025-08-27,2025-09-02,229,VEN-0031,True
WO-010414,PROP-01168,Appliance,landlord,False,False,urgent,False,2026-08-23,2026-08-30,704,VEN-0029,True
WO-010415,PROP-01168,Garage door,landlord,False,False,routine,False,2026-03-29,2026-04-07,1240,VEN-0031,True
WO-010416,PROP-01168,HVAC - not heating,landlord,False,False,routine,False,2025-11-10,2025-11-15,1576,VEN-0032,True
WO-010417,PROP-01169,Plumbing - hardware,landlord,False,False,routine,False,2025-09-29,2025-10-03,281,VEN-0034,False
WO-010418,PROP-01169,Plumbing - leak,landlord,False,False,routine,False,2023-10-01,2023-10-01,1904,VEN-0034,True
WO-010419,PROP-01169,Appliance - garbage disposal,landlord,False,False,urgent,False,2026-03-14,2026-03-20,332,VEN-0029,True
WO-010420,PROP-01169,Pest control,resident,True,False,routine,False,2026-01-07,2026-01-12,151,VEN-0031,True
WO-010421,PROP-01169,HVAC - not cooling,landlord,False,False,routine,False,2026-04-27,2026-05-05,878,VEN-0032,True
WO-010422,PROP-01169,Appliance,landlord,False,False,urgent,False,2023-10-16,2023-10-24,757,VEN-0029,False
WO-010423,PROP-01169,Garage door,landlord,False,False,urgent,False,2023-10-28,2023-11-01,861,VEN-0031,False
WO-010424,PROP-01169,Appliance - garbage disposal,landlord,False,False,routine,False,2026-04-20,2026-04-28,430,VEN-0029,True
WO-010425,PROP-01169,HVAC - not cooling,landlord,False,True,routine,False,2025-10-17,2025-10-24,2392,VEN-0032,True
WO-010426,PROP-01170,Plumbing - leak,landlord,False,False,urgent,False,2025-04-08,2025-04-10,1051,VEN-0034,True
WO-010427,PROP-01170,HVAC - not heating,landlord,False,False,routine,False,2025-02-22,2025-03-01,499,VEN-0032,False
WO-010428,PROP-01170,Plumbing - major clog,landlord,False,False,routine,False,2024-05-25,2024-05-26,391,VEN-0034,False
WO-010429,PROP-01170,Turn,landlord,False,False,routine,False,2024-06-01,2024-06-10,2228,VEN-0036,False
WO-010430,PROP-01170,HVAC - not heating,landlord,False,False,urgent,False,2025-02-18,2025-02-22,1441,VEN-0032,False
WO-010431,PROP-01170,Appliance,landlord,False,False,routine,False,2026-08-26,2026-08-31,780,VEN-0029,True
WO-010432,PROP-01170,Plumbing - water heater,landlord,False,False,routine,False,2023-12-29,2024-01-03,1423,VEN-0034,True
WO-010433,PROP-01170,Appliance - garbage disposal,landlord,False,False,routine,False,2024-06-18,2024-06-30,366,VEN-0029,True
WO-010434,PROP-01170,Roof,landlord,False,False,routine,False,2026-04-09,2026-04-09,4136,VEN-0035,False
WO-010435,PROP-01171,Roof,landlord,False,False,urgent,False,2024-04-04,2024-04-04,1710,VEN-0035,True
WO-010436,PROP-01171,Sprinkler,resident,True,False,routine,False,2026-09-16,2026-09-17,175,VEN-0033,True
WO-010437,PROP-01171,Air filter,resident,True,False,routine,False,2026-01-16,2026-01-20,33,VEN-0031,True
WO-010438,PROP-01171,Fence,landlord,False,False,routine,False,2025-04-26,2025-05-04,1321,VEN-0031,True
WO-010439,PROP-01171,Electrical,landlord,False,False,routine,False,2024-10-20,2024-10-23,1392,VEN-0030,True
WO-010440,PROP-01171,Pool maintenance,resident,True,False,urgent,False,2025-03-17,2025-03-23,414,VEN-0031,True
WO-010441,PROP-01171,Plumbing - water heater,landlord,False,False,urgent,False,2024-04-17,2024-04-21,2052,VEN-0034,True
WO-010442,PROP-01171,Turn,landlord,False,False,routine,False,2026-06-05,2026-06-09,5125,VEN-0036,True
WO-010443,PROP-01172,Plumbing - hardware,landlord,False,False,urgent,False,2023-11-06,2023-11-07,399,VEN-0034,False
WO-010444,PROP-01172,Appliance,landlord,False,False,emergency,True,2025-04-28,2025-04-28,1126,VEN-0029,True
WO-010445,PROP-01172,HVAC - not cooling,landlord,False,False,emergency,True,2025-07-23,2025-07-23,2465,VEN-0032,True
WO-010446,PROP-01172,Plumbing - hardware,landlord,False,False,routine,False,2024-08-18,2024-08-25,281,VEN-0034,True
WO-010447,PROP-01172,Turn,landlord,False,False,routine,False,2025-05-13,2025-05-22,2371,VEN-0036,False
WO-010448,PROP-01172,Pest control,resident,True,False,routine,False,2026-01-17,2026-01-22,149,VEN-0031,True
WO-010449,PROP-01172,Sprinkler,resident,True,False,routine,False,2026-08-19,2026-08-19,171,VEN-0033,False
WO-010450,PROP-01172,HVAC - not cooling,landlord,False,False,routine,False,2025-06-12,2025-06-18,2041,VEN-0032,False
WO-010451,PROP-01172,Plumbing - leak,landlord,False,False,emergency,True,2025-06-10,2025-06-10,1501,VEN-0034,True
WO-010452,PROP-01172,Turn,landlord,False,False,routine,False,2025-08-16,2025-08-22,3540,VEN-0036,True
WO-010453,PROP-01172,Lawn maintenance,resident,True,False,routine,False,2026-05-04,2026-05-05,181,VEN-0033,False
WO-010454,PROP-01172,Plumbing - leak,landlord,False,False,routine,False,2024-12-30,2024-12-31,2539,VEN-0034,True
WO-010455,PROP-01172,HVAC - not cooling,landlord,False,False,routine,False,2023-12-08,2023-12-13,2767,VEN-0032,False
WO-010456,PROP-01172,Roof,landlord,False,False,urgent,False,2026-04-11,2026-04-12,2868,VEN-0035,True
WO-010457,PROP-01173,Plumbing - water heater,landlord,False,False,urgent,False,2024-01-01,2024-01-03,1972,VEN-0034,True
WO-010458,PROP-01173,Plumbing - water heater,landlord,False,False,routine,False,2025-01-24,2025-01-25,1282,VEN-0034,True
WO-010459,PROP-01173,Plumbing - minor clog,resident,True,False,urgent,False,2025-08-20,2025-08-27,207,VEN-0034,False
WO-010460,PROP-01173,Turn,landlord,False,False,routine,False,2026-03-03,2026-03-10,2978,VEN-0036,True
WO-010461,PROP-01173,Plumbing - major clog,landlord,False,False,routine,False,2025-03-01,2025-03-02,588,VEN-0034,True
WO-010462,PROP-01173,Plumbing - major clog,landlord,False,False,routine,False,2025-02-11,2025-02-11,681,VEN-0034,True
WO-010463,PROP-01173,Electrical,landlord,False,False,routine,False,2024-02-11,2024-02-12,865,VEN-0030,True
WO-010464,PROP-01173,Plumbing - leak,landlord,False,False,routine,False,2025-12-17,2025-12-23,1564,VEN-0034,True
WO-010465,PROP-01173,Lawn maintenance,resident,True,False,routine,False,2026-05-25,2026-05-28,130,VEN-0033,True
WO-010466,PROP-01173,Garage door,landlord,False,False,emergency,True,2024-06-29,2024-06-30,250,VEN-0031,False
WO-010467,PROP-01173,Pest control,resident,True,False,routine,False,2025-06-30,2025-07-05,192,VEN-0031,True
WO-010468,PROP-01173,HVAC - not heating,landlord,False,False,routine,False,2025-07-22,2025-07-30,2450,VEN-0032,True
WO-010469,PROP-01174,Plumbing - minor clog,resident,True,False,urgent,False,2024-08-15,2024-08-15,123,VEN-0034,True
WO-010470,PROP-01174,Plumbing - leak,landlord,False,False,urgent,False,2026-02-03,2026-02-06,1353,VEN-0034,False
WO-010471,PROP-01174,Fence,landlord,False,False,routine,False,2024-07-18,2024-07-21,1709,VEN-0031,True
